"Source","Target","weight","jaccard","ra","pa","cn","salton","hubprom","hubdep","sorensen","lhn","AdamAdar","cosine_similarity","pearson_similarity"
10,30,1,0.192,0.258983768859919,2046,17,0.375834035042575,0.274193548387097,0.515151515151515,0.285714285714286,0.0083088954056696,4.31771302217303,0.99036,0.99156
10,32,1,0.309,0.511716037561858,2852,27,0.505578973234368,0.435483870967742,0.58695652173913,0.442307692307692,0.00946704067321178,6.92569628013694,0.99078,0.99347
10,34,1,0.295,0.499939377597734,2542,25,0.495852189848762,0.403225806451613,0.609756097560976,0.424242424242424,0.00983477576711251,6.48926722435579,0.99081,0.99175
10,36,1,0.309,0.667302983932465,4154,32,0.496497118361391,0.477611940298507,0.516129032258065,0.448,0.00770341839191141,8.27766744563492,0.98944,0.99131
10,37,5,0.351,0.63961912645515,4402,36,0.542597116723618,0.507042253521127,0.580645161290323,0.496124031007752,0.00817810086324398,9.05335145263457,0.99345,0.99171
10,38,1,0.291,0.420554288553475,3038,25,0.453571882143537,0.403225806451613,0.510204081632653,0.422018348623853,0.00822909809084924,6.18317347134946,0.991,0.99362
10,40,1,0.386,0.809686506125947,3410,34,0.58223958346313,0.548387096774194,0.618181818181818,0.530973451327434,0.00997067448680352,9.11218871795369,0.9911,0.99363
10,42,2,0.268,0.485398729801949,2728,24,0.45950374864049,0.387096774193548,0.545454545454545,0.392156862745098,0.00879765395894428,6.28260152927902,0.98963,0.99141
10,43,2,0.224,0.39641431158124,2046,19,0.420049803871113,0.306451612903226,0.575757575757576,0.32967032967033,0.00928641251221896,5.07724578139296,0.98898,0.99083
10,46,5,0.193,0.257945519215947,2418,18,0.366053325651938,0.290322580645161,0.461538461538462,0.288659793814433,0.00744416873449132,4.48784745544305,0.98588,0.99008
10,47,1,0.203,0.216364651512847,1302,14,0.387991796831585,0.225806451612903,0.666666666666667,0.296296296296296,0.010752688172043,3.43034888186689,0.98787,0.99153
10,51,2,0.273,0.369369775896119,2232,21,0.444500444500667,0.338709677419355,0.583333333333333,0.395833333333333,0.00940860215053763,5.25964598383131,0.98978,0.99282
10,52,1,0.31,0.714040045147333,2976,26,0.476603123819398,0.419354838709677,0.541666666666667,0.444444444444444,0.00873655913978495,7.13392702774782,0.9883,0.99059
10,55,2,0.233,0.290659525651,2852,22,0.411953237450226,0.354838709677419,0.478260869565217,0.346153846153846,0.00771388499298738,5.33777393309615,0.98591,0.99013
